         4310950 function calls (4216646 primitive calls) in 6.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1607(_check_savefig_extra_args)
       18    0.000    0.000    0.000    0.000 image.py:817(get_filternorm)
        7    0.000    0.000    0.000    0.000 _base.py:4036(set_navigate)
       15    0.000    0.000    0.000    0.000 generic.py:456(_get_axis_number)
        1    0.000    0.000    0.000    0.000 parsers.py:1624(_agg_index)
        3    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
        6    0.000    0.000    0.000    0.000 __init__.py:852(__init__)
        3    0.000    0.000    0.000    0.000 image.py:778(can_composite)
        2    0.000    0.000    0.000    0.000 common.py:846(_is_binary_mode)
        4    0.000    0.000    0.000    0.000 numeric.py:2179(allclose)
        5    0.000    0.000    0.000    0.000 soundfile.py:696(__setattr__)
        1    0.000    0.000    0.000    0.000 cProfile.py:133(__exit__)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1269(_set_glue)
        6    0.000    0.000    0.000    0.000 spines.py:536(__init__)
        3    0.000    0.000    0.000    0.000 image.py:272(set_alpha)
        1    0.000    0.000    0.000    0.000 soundfile.py:1336(_prepare_read)
        3    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        3    0.000    0.000    0.001    0.000 colorbar.py:332(draw)
        7    0.000    0.000    0.000    0.000 figure.py:2385(get_tight_layout)
        7    0.000    0.000    0.000    0.000 _layoutgrid.py:93(<listcomp>)
        2    0.000    0.000    0.000    0.000 parsers.py:394(validate_integer)
        3    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
       46    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       31    0.000    0.000    0.000    0.000 scale.py:71(limit_range_for_scale)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        8    0.000    0.000    0.000    0.000 common.py:757(is_signed_integer_dtype)
        3    0.000    0.000    0.000    0.000 {built-in method left}
        3    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 collections.py:1467(set_segments)
       17    0.000    0.000    0.000    0.000 artist.py:837(get_clip_on)
       15    0.000    0.000    0.000    0.000 artist.py:1070(get_label)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4785(__str__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5075(copy)
        6    0.000    0.000    0.000    0.000 _base.py:4052(set_navigate_mode)
        8    0.000    0.000    0.000    0.000 common.py:813(is_unsigned_integer_dtype)
       15    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 os.py:766(getenv)
       44    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
       31    0.000    0.000    0.000    0.000 multiarray.py:341(where)
        3    0.000    0.000    0.000    0.000 arrayprint.py:742(_formatArray)
        9    0.000    0.000    0.000    0.000 core.py:1639(make_mask_none)
       12    0.000    0.000    0.000    0.000 image.py:961(get_extent)
        2    0.000    0.000    0.000    0.000 _base.py:1615(set_anchor)
        3    0.000    0.000    0.000    0.000 backend_qt5.py:633(set_window_title)
        1    0.000    0.000    0.000    0.000 nanops.py:442(nanany)
        3    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        6    0.000    0.000    0.000    0.000 core.py:3601(shrink_mask)
        9    0.000    0.000    0.000    0.000 image.py:800(get_resample)
        2    0.000    0.000    0.000    0.000 gridspec.py:518(__init__)
        1    0.000    0.000    0.000    0.000 missing.py:202(_isna_ndarraylike)
        1    0.000    0.000    0.000    0.000 managers.py:318(_verify_integrity)
       10    0.000    0.000    0.000    0.000 series.py:473(dtype)
        2    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:61(__init__)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(rollaxis)
        1    0.000    0.000    0.000    0.000 _asarray.py:22(require)
       14    0.000    0.000    0.000    0.000 figure.py:76(<genexpr>)
        2    0.000    0.000    0.000    0.000 legend.py:679(get_legend_handler)
       18    0.000    0.000    0.000    0.000 offsetbox.py:451(<listcomp>)
        2    0.000    0.000    0.000    0.000 legend_handler.py:71(update_prop)
       28    0.000    0.000    0.000    0.000 axis.py:1425(<dictcomp>)
       14    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 offsetbox.py:180(<listcomp>)
        2    0.000    0.000    0.000    0.000 container.py:20(__init__)
        3    0.000    0.000    0.000    0.000 missing.py:367(array_equivalent)
        4    0.000    0.000    0.000    0.000 base.py:5969(_maybe_cast_with_dtype)
       16    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       24    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        7    0.000    0.000    0.000    0.000 numeric.py:1858(isscalar)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(linspace)
        6    0.000    0.000    0.000    0.000 type_check.py:303(iscomplexobj)
       20    0.000    0.000    0.000    0.000 artist.py:845(get_clip_path)
        5    0.000    0.000    0.000    0.000 lines.py:739(_is_sorted)
        7    0.000    0.000    0.000    0.000 _layoutgrid.py:78(<listcomp>)
       16    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        6    0.000    0.000    0.000    0.000 transforms.py:1698(frozen)
        4    0.000    0.000    0.000    0.000 cm.py:269(_scale_norm)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1415(__init__)
        8    0.000    0.000    0.000    0.000 widgets.py:34(__init__)
        3    0.000    0.000    0.000    0.000 image.py:756(set_interpolation)
        1    0.000    0.000    0.000    0.000 legend.py:790(<listcomp>)
        2    0.000    0.000    0.000    0.000 container.py:34(<listcomp>)
        3    0.000    0.000    0.000    0.000 _base.py:3684(invert_yaxis)
        1    0.000    0.000    0.000    0.000 _base.py:3970(format_ydata)
        1    0.000    0.000    0.000    0.000 generic.py:10565(_logical_func)
        1    0.000    0.000    0.000    0.000 common.py:438(infer_compression)
       21    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        6    0.000    0.000    0.000    0.000 __init__.py:855(__contains__)
        1    0.000    0.000    0.000    0.000 patches.py:3700(set_boxstyle)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1121(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:4815(_reindex_axes)
       14    0.000    0.000    0.000    0.000 backend_pdf.py:370(__lt__)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:1093(<listcomp>)
        1    0.000    0.000    0.000    0.000 type1font.py:40(Type1Font)
        6    0.000    0.000    0.000    0.000 transforms.py:606(count_contains)
       10    0.000    0.000    0.000    0.000 gridspec.py:198(<listcomp>)
       10    0.000    0.000    0.000    0.000 gridspec.py:668(num2)
        7    0.000    0.000    0.000    0.000 _layoutgrid.py:96(<listcomp>)
       27    0.000    0.000    0.000    0.000 blocks.py:265(mgr_locs)
        1    0.000    0.000    0.002    0.002 construction.py:62(arrays_to_mgr)
        1    0.000    0.000    0.000    0.000 soundfile.py:1411(_create_info_struct)
        3    0.000    0.000    0.000    0.000 {built-in method setVisible}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
        6    0.000    0.000    0.000    0.000 functools.py:88(_gt_from_lt)
        2    0.000    0.000    0.000    0.000 core.py:3425(shape)
        3    0.000    0.000    0.000    0.000 spectral.py:1924(_triage_segments)
       12    0.000    0.000    0.000    0.000 __init__.py:537(flatten)
        4    0.000    0.000    0.001    0.000 figure.py:2683(set_dpi)
       14    0.000    0.000    0.000    0.000 gridspec.py:679(get_gridspec)
        2    0.000    0.000    0.000    0.000 backend_agg.py:166(draw_path_collection)
       11    0.000    0.000    0.000    0.000 managers.py:157(blknos)
        2    0.000    0.000    0.000    0.000 extmath.py:663(_safe_accumulator_op)
        3    0.000    0.000    0.000    0.000 {built-in method setFocus}
        6    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(nanmean)
       27    0.000    0.000    0.000    0.000 offsetbox.py:43(bbox_artist)
        2    0.000    0.000    0.000    0.000 container.py:69(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:3476(_clean_index_names)
        4    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 colorbar.py:655(update_ticks)
        2    0.000    0.000    0.005    0.003 backend_bases.py:133(get_registered_canvas_class)
        9    0.000    0.000    0.000    0.000 _pylab_helpers.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend.py:1158(_parse_legend_args)
        1    0.000    0.000    0.000    0.000 managers.py:126(__init__)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:374(_delegate)
        3    0.000    0.000    0.000    0.000 {resizeEvent}
        3    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
        2    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:1928(shape)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(iscomplexobj)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5120(__init__)
       10    0.000    0.000    0.000    0.000 _mathtext.py:2597(is_slanted)
       18    0.000    0.000    0.000    0.000 offsetbox.py:442(<listcomp>)
        7    0.000    0.000    0.000    0.000 _layoutgrid.py:95(<listcomp>)
        1    0.000    0.000    0.000    0.000 blocks.py:1378(take_nd)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        7    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 deprecation.py:194(finalize)
       23    0.000    0.000    0.000    0.000 pyparsing.py:5259(postParse)
        2    0.000    0.000    0.000    0.000 legend_handler.py:36(update_from_first_child)
        2    0.000    0.000    0.000    0.000 legend_handler.py:284(_create_patch)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1818(writeInfoDict)
        1    0.000    0.000    0.001    0.001 backend_mixed.py:71(start_rasterizing)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:20(CharacterTracker)
       15    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        5    0.000    0.000    0.000    0.000 gridspec.py:101(set_width_ratios)
       35    0.000    0.000    0.000    0.000 base.py:581(<lambda>)
        1    0.000    0.000    0.001    0.001 parsers.py:1545(_make_index)
        2    0.000    0.000    0.000    0.000 core.py:4594(reshape)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 colors.py:736(_set_extremes)
        6    0.000    0.000    0.000    0.000 legend.py:569(_get_loc)
       15    0.000    0.000    0.000    0.000 common.py:1551(_is_dtype)
        1    0.000    0.000    0.000    0.000 algorithms.py:1534(_get_take_nd_function)
        1    0.000    0.000    0.000    0.000 base.py:3478(reindex)
        1    0.000    0.000    0.000    0.000 parsers.py:1987(close)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2696(FigureCanvasPdf)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.001    0.001 warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 function_base.py:4360(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:4028(_delegate_binop)
       39    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       24    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.002    0.002 pyplot.py:2915(legend)
        4    0.000    0.000    0.000    0.000 cm.py:486(_check_update)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:364(__str__)
        6    0.000    0.000    0.000    0.000 {built-in method width}
       10    0.000    0.000    0.000    0.000 arraysetops.py:515(_in1d_dispatcher)
        3    0.000    0.000    0.000    0.000 figure.py:2867(add_axobserver)
       18    0.000    0.000    0.000    0.000 offsetbox.py:447(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:1996(_set_noconvert_columns)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:706(<listcomp>)
       15    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 enum.py:927(__or__)
        1    0.000    0.000    0.000    0.000 shape_base.py:1171(tile)
        3    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        3    0.000    0.000    0.000    0.000 __init__.py:2151(add)
        4    0.000    0.000    0.000    0.000 PngImagePlugin.py:1043(write)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        1    0.000    0.000    0.002    0.002 colorbar.py:775(_add_solids)
        2    0.000    0.000    0.000    0.000 legend_handler.py:295(create_artists)
        3    0.000    0.000    0.000    0.000 _base.py:2420(use_sticky_edges)
       24    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 soundfile.py:1137(flush)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 colorbar.py:318(__init__)
       13    0.000    0.000    0.000    0.000 blocks.py:347(dtype)
        5    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        4    0.000    0.000    0.000    0.000 _mathtext.py:2576(end_group)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2316(switch_backends)
       10    0.000    0.000    0.000    0.000 _base.py:331(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:3980(format_coord)
        1    0.000    0.000    0.000    0.000 common.py:81(close)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:50(GifImageFile)
       16    0.000    0.000    0.000    0.000 type_check.py:117(_real_dispatcher)
       11    0.000    0.000    0.000    0.000 deprecation.py:225(__set_name__)
        3    0.000    0.000    0.000    0.000 transforms.py:398(extents)
        1    0.000    0.000    0.000    0.000 colorbar.py:328(set_xy)
        9    0.000    0.000    0.000    0.000 artist.py:841(get_clip_box)
       10    0.000    0.000    0.000    0.000 patches.py:794(get_width)
       14    0.000    0.000    0.000    0.000 _mathtext.py:190(get_used_characters)
        4    0.000    0.000    0.000    0.000 _mathtext.py:2564(start_group)
        4    0.000    0.000    0.000    0.000 base.py:2127(inferred_type)
        5    0.000    0.000    0.000    0.000 soundfile.py:667(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2371(GraphicsContextPdf)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 os.py:740(encodekey)
        2    0.000    0.000    0.000    0.000 transforms.py:2214(inverted)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4755(__str__)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1737(_fix_ipython_backend2gui)
        4    0.000    0.000    0.000    0.000 figure.py:471(set_edgecolor)
        4    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1099(create_module)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        4    0.000    0.000    0.000    0.000 ImagePalette.py:84(tobytes)
        1    0.000    0.000    0.000    0.000 axis.py:2334(set_label_position)
        1    0.000    0.000    0.000    0.000 construction.py:632(create_series_with_explicit_dtype)
        1    0.000    0.000    0.000    0.000 common.py:108(is_url)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1852(finalize)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(allclose)
        1    0.000    0.000    0.000    0.000 _asarray.py:111(<setcomp>)
        4    0.000    0.000    0.000    0.000 Image.py:622(_ensure_mutable)
        3    0.000    0.000    0.000    0.000 Image.py:3191(register_extensions)
      6/3    0.000    0.000    0.000    0.000 transforms.py:2371(<lambda>)
        2    0.000    0.000    0.000    0.000 colorbar.py:1003(_uniform_y)
        3    0.000    0.000    0.000    0.000 patches.py:3747(set_mutation_scale)
        5    0.000    0.000    0.000    0.000 _base.py:341(_setdefaults)
        1    0.000    0.000    0.001    0.001 _base.py:539(<listcomp>)
        4    0.000    0.000    0.000    0.000 construction.py:612(is_empty_data)
        3    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        3    0.000    0.000    0.000    0.000 windows.py:933(general_hamming)
        2    0.000    0.000    0.000    0.000 __init__.py:1671(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 _util.py:5(isPath)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
       18    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3970(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3968(copy)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4466(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 colorbar.py:1331(_normalize_location_orientation)
        9    0.000    0.000    0.000    0.000 collections.py:791(get_facecolor)
        6    0.000    0.000    0.000    0.000 text.py:1163(set_rotation)
       12    0.000    0.000    0.000    0.000 _mathtext.py:2419(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:220(draw_path_collection)
        2    0.000    0.000    0.000    0.000 figure.py:443(get_facecolor)
        2    0.000    0.000    0.000    0.000 container.py:33(get_children)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1715(AppendingTiffWriter)
        3    0.000    0.000    0.000    0.000 types.py:171(__get__)
        7    0.000    0.000    0.000    0.000 __init__.py:102(__call__)
        4    0.000    0.000    0.000    0.000 transforms.py:1484(transform_affine)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3901(<listcomp>)
        2    0.000    0.000    0.000    0.000 collections.py:474(set_urls)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1114(__init__)
        2    0.000    0.000    0.000    0.000 generic.py:4797(<genexpr>)
       12    0.000    0.000    0.000    0.000 series.py:422(_constructor)
        1    0.000    0.000    0.000    0.000 series.py:4337(reindex)
        1    0.000    0.000    0.001    0.001 soundfile.py:780(read)
        1    0.000    0.000    0.000    0.000 soundfile.py:1284(_create_empty_array)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:773(<dictcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        9    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        1    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isclose)
        4    0.000    0.000    0.000    0.000 ImagePalette.py:73(getdata)
        3    0.000    0.000    0.000    0.000 image.py:804(set_filternorm)
        3    0.000    0.000    0.000    0.000 backend_qt5.py:244(_update_pixel_ratio)
        1    0.000    0.000    0.000    0.000 managers.py:1958(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 parsers.py:2136(<dictcomp>)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        3    0.000    0.000    0.000    0.000 inspect.py:1720(_signature_get_user_defined_method)
        6    0.000    0.000    0.000    0.000 Image.py:3157(register_save)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1515(writeGouraudTriangles)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1717(writeMarkers)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:2566(finalize)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        9    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        3    0.000    0.000    0.000    0.000 arrayprint.py:66(<dictcomp>)
       11    0.000    0.000    0.000    0.000 arrayprint.py:955(<genexpr>)
        6    0.000    0.000    0.000    0.000 core.py:778(is_string_or_list_of_strings)
        1    0.000    0.000    0.000    0.000 pyplot.py:2530(gca)
        3    0.000    0.000    0.000    0.000 image.py:821(set_filterrad)
        1    0.000    0.000    0.000    0.000 legend.py:868(set_title)
       11    0.000    0.000    0.000    0.000 function.py:45(__call__)
        6    0.000    0.000    0.000    0.000 parsers.py:1121(<genexpr>)
        2    0.000    0.000    0.000    0.000 _data.py:64(_handle_zeros_in_scale)
        5    0.000    0.000    0.000    0.000 multiarray.py:960(ravel_multi_index)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(repeat)
        2    0.000    0.000    0.000    0.000 nanfunctions.py:113(_copyto)
        3    0.000    0.000    0.000    0.000 fontconfig_pattern.py:147(_value)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1057(__init__)
        3    0.000    0.000    0.000    0.000 patches.py:3778(get_boxstyle)
        2    0.000    0.000    0.000    0.000 offsetbox.py:665(add_artist)
        2    0.000    0.000    0.000    0.000 _base.py:317(get_next_color)
        4    0.000    0.000    0.000    0.000 _base.py:787(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 _base.py:2006(add_artist)
        8    0.000    0.000    0.000    0.000 common.py:610(<genexpr>)
       11    0.000    0.000    0.000    0.000 base.py:1232(name)
       11    0.000    0.000    0.000    0.000 managers.py:208(<genexpr>)
        2    0.000    0.000    0.000    0.000 soundfile.py:642(<lambda>)
        6    0.000    0.000    0.000    0.000 soundfile.py:1253(_check_if_closed)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:912(ImageFileDirectory_v1)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
        3    0.000    0.000    0.000    0.000 {built-in method window}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 image.py:786(set_resample)
        1    0.000    0.000    0.000    0.000 _base.py:257(<listcomp>)
        2    0.000    0.000    0.000    0.000 gridspec.py:778(subgridspec)
        1    0.000    0.000    0.000    0.000 missing.py:465(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:347(Name)
        5    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       10    0.000    0.000    0.000    0.000 arraysetops.py:636(_isin_dispatcher)
        2    0.000    0.000    0.000    0.000 ticker.py:1846(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3549(__str__)
       12    0.000    0.000    0.000    0.000 _mathtext.py:1775(clamp)
        9    0.000    0.000    0.000    0.000 inference.py:289(<genexpr>)
        3    0.000    0.000    0.000    0.000 common.py:126(_expand_user)
        1    0.000    0.000    0.000    0.000 parsers.py:1358(_open_handles)
        6    0.000    0.000    0.000    0.000 backend_pdf.py:1891(get_image_magnification)
        2    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        2    0.000    0.000    0.000    0.000 colors.py:383(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:386(set_alpha)
        4    0.000    0.000    0.000    0.000 figure.py:2679(get_dpi)
        1    0.000    0.000    0.000    0.000 missing.py:133(_isna)
        1    0.000    0.000    0.000    0.000 managers.py:689(_consolidate_check)
        2    0.000    0.000    0.000    0.000 common.py:154(stringify_path)
        1    0.000    0.000    0.000    0.000 parsers.py:1249(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1835(_do_date_conversions)
       16    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
       10    0.000    0.000    0.000    0.000 multiarray.py:1021(unravel_index)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isrealobj)
       16    0.000    0.000    0.000    0.000 Image.py:556(size)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        1    0.000    0.000    0.000    0.000 colorbar.py:235(__init__)
        1    0.000    0.000    0.000    0.000 _axes.py:5657(<listcomp>)
        1    0.000    0.000    0.000    0.000 legend.py:560(_set_loc)
        2    0.000    0.000    0.000    0.000 container.py:17(__new__)
       23    0.000    0.000    0.000    0.000 blocks.py:147(_maybe_coerce_values)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.005    0.005 __init__.py:109(import_module)
       15    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        4    0.000    0.000    0.000    0.000 core.py:653(<listcomp>)
        3    0.000    0.000    0.000    0.000 windows.py:31(_truncate)
        6    0.000    0.000    0.000    0.000 Image.py:3146(register_mime)
        1    0.000    0.000    0.000    0.000 collections.py:841(set_alpha)
       11    0.000    0.000    0.000    0.000 managers.py:173(blklocs)
        1    0.000    0.000    0.000    0.000 parsers.py:3786(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1011(TiffImageFile)
       11    0.000    0.000    0.000    0.000 arrayprint.py:956(<genexpr>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(meshgrid)
        4    0.000    0.000    0.000    0.000 PngImagePlugin.py:1039(__init__)
        3    0.000    0.000    0.000    0.000 collections.py:860(get_linewidth)
        7    0.000    0.000    0.000    0.000 artist.py:709(get_figure)
        9    0.000    0.000    0.000    0.000 backend_bases.py:992(set_gid)
        3    0.000    0.000    0.000    0.000 base.py:532(is_)
        1    0.000    0.000    0.000    0.000 generic.py:424(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 generic.py:10593(any)
        1    0.000    0.000    0.000    0.000 managers.py:1699(<listcomp>)
        5    0.000    0.000    0.000    0.000 enum.py:671(_generate_next_value_)
        9    0.000    0.000    0.000    0.000 linalg.py:472(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:4373(<listcomp>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanstd)
       14    0.000    0.000    0.000    0.000 typing.py:1822(new_type)
        3    0.000    0.000    0.000    0.000 transforms.py:286(x1)
        3    0.000    0.000    0.000    0.000 patches.py:3773(get_mutation_aspect)
        2    0.000    0.000    0.000    0.000 axis.py:1344(get_major_formatter)
        2    0.000    0.000    0.000    0.000 inference.py:96(is_file_like)
        4    0.000    0.000    0.000    0.000 common.py:355(is_datetime64_dtype)
        1    0.000    0.000    0.000    0.000 parsers.py:1419(close)
        2    0.000    0.000    0.000    0.000 validation.py:397(_ensure_no_complex_data)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(may_share_memory)
        9    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
