         4310950 function calls (4216646 primitive calls) in 6.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.000    0.000 common.py:195(<lambda>)
        7    0.000    0.000    0.000    0.000 figure.py:1496(sca)
        8    0.000    0.000    0.001    0.000 ImagePalette.py:38(__init__)
       24    0.000    0.000    0.000    0.000 base.py:1963(is_object)
        1    0.000    0.000    0.000    0.000 construction.py:333(_homogenize)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_3d)
        5    0.000    0.000    0.000    0.000 colors.py:1101(__init__)
       13    0.000    0.000    0.000    0.000 offsetbox.py:259(set_offset)
       30    0.000    0.000    0.000    0.000 figure.py:104(__call__)
        6    0.000    0.000    0.000    0.000 offsetbox.py:634(set_offset)
       30    0.000    0.000    0.000    0.000 inference.py:185(is_array_like)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:1718(ravel)
       12    0.000    0.000    0.000    0.000 Image.py:524(__init__)
        3    0.000    0.000    0.000    0.000 pyplot.py:843(gcf)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1628(__init__)
       12    0.000    0.000    0.000    0.000 _base.py:221(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel_multi_index)
       24    0.000    0.000    0.000    0.000 axis.py:558(__init__)
       13    0.000    0.000    0.000    0.000 base.py:2134(_is_all_dates)
       12    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 colorbar.py:748(set_label)
        1    0.000    0.000    0.022    0.022 colorbar.py:1454(make_axes_gridspec)
        4    0.000    0.000    0.000    0.000 collections.py:692(_bcast_lwls)
        3    0.000    0.000    0.093    0.031 backend_qt5agg.py:19(__init__)
      105    0.000    0.000    0.000    0.000 backend_pdf.py:403(pdfRepr)
        1    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.001    0.001 __init__.py:2201(_get_nonzero_slices)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:1559(imageObject)
       21    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
       78    0.000    0.000    0.000    0.000 fromnumeric.py:2454(_cumsum_dispatcher)
       32    0.000    0.000    0.000    0.000 PngImagePlugin.py:137(_crc32)
       48    0.000    0.000    0.000    0.000 axis.py:1961(get_label_position)
       28    0.000    0.000    0.000    0.000 gridspec.py:75(get_geometry)
       12    0.000    0.000    0.000    0.000 generic.py:470(_get_axis)
        5    0.000    0.000    0.000    0.000 __init__.py:2014(getLogger)
       11    0.000    0.000    0.000    0.000 deprecation.py:208(_deprecated_property)
        6    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1423(copy)
       10    0.000    0.000    0.000    0.000 offsetbox.py:194(__init__)
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 Image.py:436(_getencoder)
        9    0.000    0.000    0.000    0.000 common.py:198(asarray_tuplesafe)
        3    0.000    0.000    0.000    0.000 arrayprint.py:61(_make_options_dict)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(in1d)
        3    0.000    0.000    0.000    0.000 pyplot.py:320(draw_if_interactive)
        3    0.000    0.000    0.000    0.000 {function MainWindow.closeEvent at 0x000002656FF995E0}
        4    0.000    0.000    0.000    0.000 _axes.py:2084(_convert_dx)
        2    0.000    0.000    0.001    0.000 backend_agg.py:295(clear)
       12    0.000    0.000    0.001    0.000 base.py:5836(ensure_index)
       40    0.000    0.000    0.000    0.000 _binary.py:91(o32be)
        3    0.000    0.000    0.000    0.000 helper.py:172(rfftfreq)
        1    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
        7    0.000    0.000    0.014    0.002 <__array_function__ internals>:2(take)
       86    0.000    0.000    0.000    0.000 stride_tricks.py:344(<genexpr>)
       65    0.000    0.000    0.000    0.000 managers.py:1588(_block)
       71    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        7    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
       39    0.000    0.000    0.000    0.000 offsetbox.py:487(<listcomp>)
       12    0.000    0.000    0.000    0.000 core.py:6566(is_masked)
       36    0.000    0.000    0.000    0.000 _mathtext.py:2592(is_dropsub)
        3    0.000    0.000    0.001    0.000 arrayprint.py:1534(_array_str_implementation)
        1    0.000    0.000    0.011    0.011 colorbar.py:1168(__init__)
       18    0.000    0.000    0.000    0.000 _mathtext.py:2328(pop_state)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2384(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1933(draw_path_collection)
        9    0.000    0.000    0.000    0.000 {built-in method height}
       15    0.000    0.000    0.000    0.000 arrayprint.py:701(_extendLine)
       24    0.000    0.000    0.000    0.000 common.py:1769(pandas_dtype)
        3    0.000    0.000    0.000    0.000 base.py:574(_engine)
       26    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       14    0.000    0.000    0.000    0.000 base.py:563(_reset_identity)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
        6    0.000    0.000    0.000    0.000 artist.py:188(have_units)
        6    0.000    0.000    0.000    0.000 cm.py:163(get_cmap)
        1    0.000    0.000    0.001    0.001 _base.py:409(_plot_args)
       96    0.000    0.000    0.000    0.000 helper.py:100(_datacopied)
        4    0.000    0.000    0.000    0.000 Image.py:788(frombytes)
       13    0.000    0.000    0.000    0.000 construction.py:554(_try_cast)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
       39    0.000    0.000    0.000    0.000 offsetbox.py:497(<listcomp>)
        7    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        4    0.000    0.000    0.000    0.000 Image.py:413(_getdecoder)
        7    0.000    0.000    0.000    0.000 gridspec.py:464(<dictcomp>)
       48    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        3    0.000    0.000    0.001    0.000 basic.py:40(r2c)
        7    0.000    0.000    0.000    0.000 figure.py:82(bubble)
     10/1    0.000    0.000    0.000    0.000 offsetbox.py:206(set_figure)
       14    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
       51    0.000    0.000    0.000    0.000 offsetbox.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:824(_get_options_with_defaults)
       40    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        7    0.000    0.000    0.000    0.000 transforms.py:815(null)
       33    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       16    0.000    0.000    0.000    0.000 artist.py:1090(get_zorder)
        1    0.000    0.000    0.000    0.000 parsers.py:876(_clean_options)
      6/5    0.000    0.000    0.007    0.001 {built-in method builtins.__import__}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
       14    0.000    0.000    0.000    0.000 core.py:3085(<listcomp>)
       10    0.000    0.000    0.000    0.000 cm.py:493(changed)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1257(_determine_order)
        3    0.000    0.000    0.000    0.000 base.py:4393(equals)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3449(__init__)
        8    0.000    0.000    0.000    0.000 _mathtext.py:1554(__init__)
        3    0.000    0.000    0.000    0.000 arrayprint.py:375(<lambda>)
        1    0.000    0.000    0.001    0.001 colorbar.py:632(_reset_locator_formatter_scale)
        7    0.000    0.000    0.000    0.000 backend_bases.py:1272(__init__)
       39    0.000    0.000    0.000    0.000 offsetbox.py:492(<listcomp>)
       14    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        4    0.000    0.000    0.000    0.000 Image.py:2701(frombytes)
       10    0.000    0.000    0.000    0.000 base.py:510(_shallow_copy)
        1    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        3    0.000    0.000    0.000    0.000 arrayprint.py:367(_get_formatdict)
       14    0.000    0.000    0.000    0.000 ntpath.py:214(basename)
        1    0.000    0.000    0.001    0.001 colorbar.py:1067(_mesh)
        1    0.000    0.000    0.000    0.000 generic.py:4564(reindex)
        1    0.000    0.000    0.003    0.003 parsers.py:780(__init__)
        9    0.000    0.000    0.000    0.000 backend_pdf.py:2422(capstyle_cmd)
       62    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       99    0.000    0.000    0.000    0.000 pyparsing.py:4246(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:491(get_handle)
        1    0.000    0.000    0.000    0.000 series.py:4149(_reduce)
       15    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        2    0.000    0.000    0.000    0.000 __init__.py:1866(_topmost_artist)
        4    0.000    0.000    0.000    0.000 ticker.py:2283(view_limits)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       18    0.000    0.000    0.000    0.000 artist.py:191(<genexpr>)
       12    0.000    0.000    0.000    0.000 backend_bases.py:1763(_idle_draw_cntx)
        3    0.000    0.000    0.000    0.000 _base.py:3293(set_xlabel)
        8    0.000    0.000    0.000    0.000 transforms.py:316(p1)
       14    0.000    0.000    0.000    0.000 _mathtext.py:2336(main)
        1    0.000    0.000    0.000    0.000 _axes.py:5624(_pcolorargs)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        3    0.000    0.000    0.000    0.000 collections.py:307(_prepare_points)
        2    0.000    0.000    0.000    0.000 patches.py:1107(set_xy)
        3    0.000    0.000    0.000    0.000 _base.py:2077(add_image)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       16    0.000    0.000    0.000    0.000 type_check.py:121(real)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
       10    0.000    0.000    0.000    0.000 offsetbox.py:218(axes)
        6    0.000    0.000    0.000    0.000 offsetbox.py:794(set_offset)
        2    0.000    0.000    0.000    0.000 _base.py:3714(set_ybound)
       19    0.000    0.000    0.000    0.000 lines.py:1402(is_dashed)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
       13    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        7    0.000    0.000    0.000    0.000 figure.py:75(_entry_from_axes)
        1    0.000    0.000    0.033    0.033 figure.py:1149(colorbar)
       18    0.000    0.000    0.000    0.000 offsetbox.py:440(<listcomp>)
        5    0.000    0.000    0.000    0.000 _base.py:323(_getdefaults)
        2    0.000    0.000    0.001    0.000 _base.py:3370(set_xbound)
       24    0.000    0.000    0.000    0.000 generic.py:545(_info_axis)
        1    0.000    0.000    0.004    0.004 parsers.py:2059(read)
        1    0.000    0.000    0.000    0.000 {pandas._libs.ops.maybe_convert_bool}
       14    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        6    0.000    0.000    0.000    0.000 transforms.py:2604(__init__)
       56    0.000    0.000    0.000    0.000 pyparsing.py:5166(postParse)
       61    0.000    0.000    0.000    0.000 mathtext.py:91(get_hinting_type)
      102    0.000    0.000    0.000    0.000 _mathtext.py:1064(get_kerning)
        7    0.000    0.000    0.000    0.000 _base.py:1501(set_adjustable)
        8    0.000    0.000    0.000    0.000 {method 'getpalette' of 'ImagingCore' objects}
        3    0.000    0.000    0.000    0.000 signal.py:51(getsignal)
       30    0.000    0.000    0.000    0.000 __init__.py:218(wrapper)
       16    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1836(RendererPdf)
        1    0.000    0.000    0.001    0.001 colorbar.py:553(_config_axis)
       57    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        3    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:3698(get_ybound)
        1    0.000    0.000    0.000    0.000 parsers.py:1729(_infer_types)
        2    0.000    0.000    0.000    0.000 __init__.py:1336(_check_1d)
       10    0.000    0.000    0.000    0.000 __init__.py:1718(sanitize_sequence)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1214(_update_metrics)
        7    0.000    0.000    0.000    0.000 _layoutgrid.py:79(<listcomp>)
        1    0.000    0.000    0.001    0.001 warnings.py:20(_showwarnmsg_impl)
       73    0.000    0.000    0.000    0.000 backend_bases.py:866(get_url)
        4    0.000    0.000    0.006    0.002 Image.py:341(preinit)
        2    0.000    0.000    0.998    0.499 figure.py:2873(savefig)
       20    0.000    0.000    0.000    0.000 common.py:429(is_timedelta64_dtype)
       26    0.000    0.000    0.000    0.000 backend_pdf.py:373(__hash__)
